,Run1_1pM Pb_E1,Run2_1pM Pb_E1,Run3_1pM Pb_E1,Run4_1pM Pb_E1,Run5_1pM Pb_E1,Run6_1pM Pb_E1,Run7_1pM Pb_E1,CQD1_1pM Pb_E1,CQD2_1pM Pb_E1,CQD3_1pM Pb_E1,CQD4_1pM Pb_E1,CQD5_1pM Pb_E1,CQD6_1pM Pb_E1,CQD7_1pM Pb_E1,Run1_5pM Pb_E1,Run2_5pM Pb_E1,Run3_5pM Pb_E1,Run4_5pM Pb_E1,Run5_5pM Pb_E1,Run6_5pM Pb_E1,Run7_5pM Pb_E1,CQD1_5pM Pb_E1,CQD2_5pM Pb_E1,CQD3_5pM Pb_E1,CQD4_5pM Pb_E1,CQD5_5pM Pb_E1,CQD6_5pM Pb_E1,CQD7_5pM Pb_E1,Run1_1pM Pb_E2,Run2_1pM Pb_E2,Run3_1pM Pb_E2,Run4_1pM Pb_E2,Run5_1pM Pb_E2,Run6_1pM Pb_E2,Run7_1pM Pb_E2,CQD1_1pM Pb_E2,CQD2_1pM Pb_E2,CQD3_1pM Pb_E2,CQD4_1pM Pb_E2,CQD5_1pM Pb_E2,CQD6_1pM Pb_E2,CQD7_1pM Pb_E2,Run1_5pM Pb_E2,Run2_5pM Pb_E2,Run3_5pM Pb_E2,Run4_5pM Pb_E2,Run5_5pM Pb_E2,Run6_5pM Pb_E2,Run7_5pM Pb_E2,CQD1_5pM Pb_E2,CQD2_5pM Pb_E2,CQD3_5pM Pb_E2,CQD4_5pM Pb_E2,CQD5_5pM Pb_E2,CQD6_5pM Pb_E2,CQD7_5pM Pb_E2,Run1_1pM Pb_E3,Run2_1pM Pb_E3,Run3_1pM Pb_E3,Run4_1pM Pb_E3,Run5_1pM Pb_E3,Run6_1pM Pb_E3,Run7_1pM Pb_E3,CQD1_1pM Pb_E3,CQD2_1pM Pb_E3,CQD3_1pM Pb_E3,CQD4_1pM Pb_E3,CQD5_1pM Pb_E3,CQD6_1pM Pb_E3,CQD7_1pM Pb_E3,Run1_5pM Pb_E3,Run2_5pM Pb_E3,Run3_5pM Pb_E3,Run4_5pM Pb_E3,Run5_5pM Pb_E3,Run6_5pM Pb_E3,Run7_5pM Pb_E3,CQD1_5pM Pb_E3,CQD2_5pM Pb_E3,CQD3_5pM Pb_E3,CQD4_5pM Pb_E3,CQD5_5pM Pb_E3,CQD6_5pM Pb_E3,CQD7_5pM Pb_E3,Run1_1pM Pb_E4,Run2_1pM Pb_E4,Run3_1pM Pb_E4,Run4_1pM Pb_E4,Run5_1pM Pb_E4,Run6_1pM Pb_E4,Run7_1pM Pb_E4,CQD1_1pM Pb_E4,CQD2_1pM Pb_E4,CQD3_1pM Pb_E4,CQD4_1pM Pb_E4,CQD5_1pM Pb_E4,CQD6_1pM Pb_E4,CQD7_1pM Pb_E4,Run1_5pM Pb_E4,Run2_5pM Pb_E4,Run3_5pM Pb_E4,Run4_5pM Pb_E4,Run5_5pM Pb_E4,Run6_5pM Pb_E4,Run7_5pM Pb_E4,CQD1_5pM Pb_E4,CQD2_5pM Pb_E4,CQD3_5pM Pb_E4,CQD4_5pM Pb_E4,CQD5_5pM Pb_E4,CQD6_5pM Pb_E4,CQD7_5pM Pb_E4,Run1_1pM Pb_E5,Run2_1pM Pb_E5,Run3_1pM Pb_E5,Run4_1pM Pb_E5,Run5_1pM Pb_E5,Run6_1pM Pb_E5,Run7_1pM Pb_E5,CQD1_1pM Pb_E5,CQD2_1pM Pb_E5,CQD3_1pM Pb_E5,CQD4_1pM Pb_E5,CQD5_1pM Pb_E5,CQD6_1pM Pb_E5,CQD7_1pM Pb_E5,Run1_5pM Pb_E5,Run2_5pM Pb_E5,Run3_5pM Pb_E5,Run4_5pM Pb_E5,Run5_5pM Pb_E5,Run6_5pM Pb_E5,Run7_5pM Pb_E5,CQD1_5pM Pb_E5,CQD2_5pM Pb_E5,CQD3_5pM Pb_E5,CQD4_5pM Pb_E5,CQD5_5pM Pb_E5,CQD6_5pM Pb_E5,CQD7_5pM Pb_E5
73,851.0031128,845.3685303,848.4158936,850.7221069,851.9335327,856.5800781,848.8400879,931.1502075,935.2614136,932.9523315,932.7897949,934.458313,940.1342163,934.5980835,847.7503052,844.6766357,846.6573486,839.6837158,848.4344482,858.5310059,853.2363892,927.9763184,927.3745117,925.9747314,929.2186279,927.9197998,925.404541,931.1170044,857.0828857,852.8811035,854.1543579,855.1866455,856.7862549,852.057373,855.9210815,939.6533203,939.5281372,940.4802856,931.5673218,936.5120239,933.7141724,932.3331909,855.0548096,851.0403442,859.8912964,854.1535034,851.5097656,853.8242188,851.7957764,935.6876831,937.1821289,939.8605957,943.8962402,937.2398071,940.9917603,937.0984497,852.6975708,854.5963135,854.288208,854.3150024,858.6061401,857.0491333,857.7139893,935.2700195,934.6698608,937.0879517,941.2003784,937.3216553,938.4989624,937.1480713,831.0435791,827.9666138,831.7599487,831.0217896,829.1942139,824.4898071,829.5516968,908.930542,912.5378418,915.0551147,911.7910767,913.0952759,908.7306519,912.0357056,848.6188965,845.5334473,849.0192261,850.8504028,846.9199829,843.9793701,848.5534668,922.100769,923.7177734,924.8031006,927.2058716,919.892395,917.9810181,918.2340698,818.984375,817.0657959,817.5917969,821.9520264,817.647583,823.3336182,821.8439941,910.1403198,911.9081421,914.0012817,909.2178345,911.9910278,906.0767212,909.8064575,866.6225586,865.5807495,866.4285278,869.0568237,862.5875244,865.2342529,864.7559814,939.0819092,939.4060669,939.2115479,933.9997559,935.0669556,938.7774048,937.7427979,833.3461304,838.8515625,834.3805542,834.8908081,832.6174927,835.1542969,837.6293945,929.9588623,936.1905518,932.9838257,934.6488647,933.4090576,937.0419922,937.6279297
74,860.6987305,853.6304932,855.4445801,856.3531494,858.3059082,859.8035278,859.2081299,941.987915,944.7947998,945.618103,943.5421753,947.1121826,942.7797852,941.2349854,853.8556519,856.6081543,846.7145996,852.3601685,858.319397,859.7571411,861.8091431,939.6763916,933.6779785,933.8931274,941.7131958,939.9993286,936.1556396,933.6685791,863.3619385,865.0693359,863.409668,872.8151855,862.1760864,863.9530029,866.6573486,949.8439941,943.2418213,945.8164063,943.7259521,945.1314087,938.9494019,942.2158203,862.0974121,862.4732666,863.2595825,863.6064453,864.482605,861.9089355,859.3757324,949.5178833,952.6932983,948.3300781,954.1552734,948.6083374,949.1139526,954.6134033,862.7020874,865.4574585,864.7376709,864.4317627,865.0582275,866.0933228,864.1611328,944.911438,946.3150024,949.4234619,944.8773193,948.5656128,945.229126,947.8640747,843.690918,834.4611816,839.2301636,832.6730347,837.9176636,838.4467773,838.9263916,919.0316162,920.9446411,923.432312,919.7104492,916.3501587,920.7224731,921.5921021,856.2520142,856.6437378,854.7952881,856.1213989,855.6898193,856.1704712,852.5523071,927.5315552,933.1640015,937.8634644,930.6882324,930.0664673,929.8081665,929.2789307,829.3933716,833.4476929,823.2728882,829.0233154,828.2646484,824.8353271,826.5097046,918.763855,923.4841919,928.3768311,920.9853516,920.1144409,918.677002,915.9746704,874.8897705,874.2063599,875.9274902,876.2958984,879.1749268,873.0561523,877.7212524,949.5834961,946.3433228,947.9814453,948.6835327,947.7501831,947.2554321,949.8580322,836.5402222,843.8209229,844.6658936,847.6395264,846.1685791,841.5018311,841.8987427,945.1934204,942.3722534,944.5444336,949.7557373,938.1483765,942.9824219,948.0543823
75,870.7434082,869.550354,860.1657104,866.505127,870.9520874,866.6841431,869.0842896,957.3461304,951.6061401,955.1428833,962.1925049,953.1029053,950.6860962,951.697998,867.3963623,860.2376709,857.8881226,851.4019165,865.7849731,865.4277954,871.8674316,947.9122314,941.5048828,945.5961304,943.4995728,944.0164185,940.9845581,944.4196777,871.1588745,872.8770752,870.8270874,870.2571411,874.1241455,870.2406006,873.0898438,954.6998901,953.28302,954.0444946,954.8174438,954.5016479,956.2835693,954.6987915,870.1124268,871.0938721,870.5116577,871.7900391,869.723938,869.2000732,870.4165039,955.8880615,955.7695923,962.8648071,957.7324219,955.9789429,958.8965454,959.4215088,874.7333374,872.9576416,875.6347046,876.4193726,870.272522,879.8251953,872.630127,952.2450562,953.7748413,955.9258423,953.7879028,959.4376221,956.4559937,958.4317017,844.0827026,846.463562,844.0771484,847.2407837,845.2054443,846.7745972,843.9684448,925.8885498,933.199707,927.0096436,926.0328369,930.2600708,929.0361938,922.9609375,862.6395874,861.6032104,862.4213867,867.5561523,859.9424438,861.8635864,866.0958862,939.8041992,941.3643799,932.3808594,936.6470337,940.6447754,939.5787354,939.9268799,840.6922607,833.276123,834.413269,836.7192993,837.8365479,830.1399536,838.036377,930.342041,928.7391968,927.7423706,929.8956299,931.6595459,931.6768188,932.1912231,884.3672485,884.1571045,882.8878784,885.3834839,882.1875,883.7114868,883.0602417,957.8632202,954.1751099,954.6298218,956.6763916,954.5291138,954.769043,954.6084595,848.9141235,854.1837158,853.0257568,850.7460327,852.2824707,852.4836426,851.5430908,951.138855,958.3536987,951.6566772,956.5522461,951.083374,951.2974243,953.4712524
76,873.7069702,869.3759766,868.3292847,871.5101318,873.7545776,872.1793213,870.0192871,958.5479126,961.3226929,957.7910767,955.545166,960.1449585,962.015686,957.6616821,866.7351685,868.743042,860.6413574,863.440979,868.9919434,875.1983643,875.21698,949.1384277,959.1168213,945.8820801,953.9150391,942.961853,953.5149536,948.7509766,878.0529785,878.8639526,879.3057251,874.9902954,877.4306641,873.0863647,880.3500977,959.7886353,963.9089966,964.4355469,961.369873,955.8237915,957.0140381,954.1663818,877.4703979,880.9681396,874.4718018,876.2419434,876.9759521,878.2183838,877.8347778,964.4235229,960.8886719,963.9855957,965.6679077,961.4508057,965.7858276,962.8057251,879.3063354,877.3493042,876.180481,879.4454346,877.9589233,877.3938599,878.0299072,959.2855225,960.4825439,964.0617676,962.8687744,960.3096313,959.4176025,960.9832153,851.6937866,849.0264282,852.826416,850.7229614,849.5800171,849.3895264,849.083252,931.7954712,935.1999512,931.5078735,932.0392456,933.5030518,934.2943726,935.8866577,868.2114258,863.5774536,865.7697144,870.0803223,870.8857422,868.9966431,867.9624023,949.0446777,948.9377441,946.6460571,943.2818604,943.6911621,948.7947998,947.2353516,840.3388672,840.4367065,840.8837891,838.0521851,838.347229,839.3256836,840.6554565,938.2636108,933.2790527,937.8897705,933.798645,936.7981567,934.9575195,936.4251099,882.7322388,884.4337769,887.7006226,889.5062866,881.9483643,886.4942627,878.1676636,966.1131592,959.3914795,961.1004028,962.9124146,961.666748,965.8556519,964.8497925,855.5637207,854.1767578,859.564209,857.1827393,856.0252075,855.543335,856.8311768,950.3306274,960.9139404,953.4241943,966.9941406,960.2254028,952.6282349,955.6582031
77,877.4749146,874.1756592,869.1972656,875.3665161,880.717041,876.6964722,877.4778442,957.5876465,963.2693481,971.4227295,961.8938599,967.055542,961.3463135,963.1442871,875.4300537,875.6744995,867.4547119,872.6082153,875.4191284,880.9278564,875.6890259,953.862793,955.4483032,953.3191528,956.1500244,952.380249,956.9247437,956.1488647,887.0341187,884.6213989,880.9797363,884.8544922,889.1162109,881.8688354,884.6099854,965.1234131,967.7982178,967.0493164,965.4430542,961.9349365,964.6570435,962.90802,886.5253906,884.9117432,881.2493286,884.6740112,879.1452026,878.7207642,879.0294189,965.456665,966.5087891,969.09198,966.7494507,968.7879639,967.5267334,971.8405151,882.6026611,883.9846191,881.9622803,882.8920898,881.6750488,883.2247314,884.7297974,964.4977417,964.2460938,968.7470703,971.6669312,966.418457,967.6390991,963.5444336,854.8059082,854.9093018,855.9336548,859.0471802,857.3044434,856.2891846,857.8884277,938.0023193,943.0627441,939.1287231,937.2901611,940.4813232,937.9053955,938.3378906,875.7733765,873.3632813,874.4532471,872.2783203,875.194519,869.7960815,878.1222534,950.1674194,947.114502,951.7533569,951.4104004,950.9903564,953.251709,947.8585205,842.4061279,852.0234375,845.0134888,845.9508057,846.9337158,843.3024292,843.1885376,943.036438,942.9492188,941.713501,937.229248,946.6983643,939.5944824,936.1836548,894.038208,895.8935547,895.8983154,893.6391602,887.3154907,889.4375,890.0133667,968.774231,968.5509033,966.871582,964.1199951,968.7249146,969.4796143,968.3944702,860.7203979,860.6611938,856.96698,852.2661743,862.5783691,859.1263428,861.5898438,960.9885864,966.0418091,965.887207,964.7344971,967.5610962,963.1882935,959.9962158
78,881.7468262,877.5880737,873.7202148,883.5233154,884.7443237,884.3869019,882.0360107,964.4277954,969.2884521,969.8378906,969.7218018,972.0880737,969.7750854,969.4019165,880.7165527,875.0077515,872.4348755,879.4141235,879.0357056,880.6306152,883.3076782,956.2946167,951.9470825,955.1425171,959.7896118,956.711792,958.6506348,956.414917,885.7949219,887.8818359,882.2682495,885.5476074,882.5997314,888.1367188,887.8952637,971.3395386,971.1981812,972.8153076,969.3994751,971.9411621,970.6357422,970.227478,889.0953369,888.9974976,881.9724121,887.6797485,882.2109985,884.5900269,882.5447388,972.8665161,969.6185303,973.1329956,970.2750244,973.8341675,973.5518188,972.6820679,893.0926514,884.1820068,889.4856567,887.5487061,888.7411499,886.8327026,887.8125,964.9484253,972.9656982,977.8546753,968.4968262,972.1052856,974.173645,967.6513672,856.2296753,866.7453003,857.8352051,858.6303101,865.7555542,855.4745483,859.2044678,944.6640625,942.2512817,943.1853027,944.9976807,945.4556885,941.1746826,943.6608887,876.0137939,877.6885376,874.9522705,876.5335083,877.5856934,876.0968018,877.6817627,949.4677124,961.9159546,956.2804565,956.2161255,960.4962158,955.3400269,957.8783569,849.4682007,847.1054077,848.3366089,852.2150879,846.8035889,855.9654541,852.5755005,944.8081665,947.9464722,948.9171143,946.2462158,944.6403198,942.8965454,944.876709,899.3361816,898.1484375,900.1027222,896.618042,898.5518799,898.3481445,896.8459473,981.2042236,973.0679932,973.4383545,972.222229,969.9257813,972.6974487,969.46521,863.5857544,864.5369263,870.2382202,864.5963135,865.1438599,868.2960205,864.6843262,968.367981,967.7189941,969.3416748,969.0029297,965.4467773,967.7483521,963.2990112
79,889.1448364,880.1628418,882.3603516,887.4754028,887.2716064,885.4578247,888.1953735,973.8557739,971.4135742,970.6329346,976.7617188,977.8584595,970.1727295,972.1781006,883.8228149,881.8670654,877.5237427,879.3924561,883.3074341,885.4993286,884.2020264,966.635437,969.3646851,962.9755859,960.1652222,961.1004028,961.7279663,960.5631714,890.0037231,890.9180298,890.067688,892.4264526,890.2078247,890.2085571,891.1287842,977.1495361,973.3907471,974.1088867,973.7150269,977.6685791,979.390686,976.9258423,889.1169434,890.0745239,887.5615845,892.0102539,892.5974121,888.0418701,888.3012695,978.7247314,980.4538574,972.5342407,979.9938354,974.4822388,980.0303345,980.9514771,896.4277954,891.9666748,891.2512817,890.9730835,890.0230713,890.0018311,887.8787231,974.5783081,975.0081177,970.5801392,975.4771729,976.9452515,975.6688232,974.253418,865.7462158,868.3538818,860.7565918,864.8987427,866.5027466,865.9859619,866.6447754,942.7440186,953.2236328,954.1112061,949.5848389,946.4020996,952.0907593,946.0115967,880.4025879,884.0767822,885.2284546,881.9378662,880.7581787,882.9431152,883.6047363,961.8429565,963.6969604,960.6266479,960.8495483,960.2532349,968.0162964,966.3531494,853.1203003,853.6276245,851.7755737,854.7502441,854.741394,849.9898071,852.550293,947.7686157,951.0232544,950.8500977,957.1768188,949.2355347,949.7714844,946.6574707,901.5737305,901.1350708,902.6196289,909.5175171,900.230957,898.9610596,902.8250732,978.6459351,975.6744995,976.753418,982.574646,976.8989258,973.8157349,973.8707886,868.2537842,870.7724609,867.9765625,870.6112061,869.2807617,873.6433716,868.8210449,968.7804565,978.499939,969.8942871,970.2495117,967.8146362,973.3318481,969.6950684
80,886.6306763,886.2858276,881.3710327,887.7232666,889.1931763,889.2970581,885.9712524,975.6156616,972.7852783,971.2020874,978.9347534,979.4063721,974.8831177,970.5485229,884.5708618,887.8170166,877.2525024,883.2952271,884.6189575,887.0366211,886.2460938,968.6526489,967.6119385,961.8136597,968.5002441,968.6622314,970.2069092,968.8723145,895.1051025,890.5366821,893.2956543,896.0751343,896.7950439,895.8641357,894.2000732,974.99646,976.875061,979.5261841,972.7982788,979.394104,975.8626099,976.940979,893.6203613,895.5623779,889.6830444,895.3926392,889.3237305,891.302002,891.2874756,981.7261353,979.5531006,978.980957,986.4345093,981.171936,980.37146,982.8308716,896.6419678,894.9880981,894.4926147,895.3148804,892.2470093,894.2473755,893.7532959,973.375061,971.8773804,980.6705322,977.3359985,976.2591553,977.5637207,978.117981,866.3978271,865.2381592,864.9262085,863.895874,863.1103516,863.3950806,866.6082764,951.4885254,956.1306763,950.015625,961.5422363,950.0007324,948.9693604,950.0942383,882.5548096,881.1565552,886.4641724,884.298645,883.5836792,883.6220093,880.6687012,960.4547729,963.0673828,968.6761475,964.9465942,964.3869629,969.3490601,963.2130127,860.7244873,854.2949829,855.585083,853.960083,858.9578857,852.1587524,855.2848511,950.3268433,954.9190063,954.3429565,955.2797852,950.4268799,957.9973145,954.6570435,907.5522461,906.6156006,906.0079346,900.4238892,902.447998,904.8961182,905.4765015,983.5499878,979.7188721,977.7109375,976.8100586,976.9852295,982.7473755,981.3744507,870.522522,871.8677368,873.7183228,877.4488525,870.4694824,873.2409668,876.6972656,968.9359741,975.5633545,974.71698,976.4580078,970.765686,974.8566895,969.3294678
81,888.6119385,884.835022,882.2412109,886.0059204,894.2241821,894.9099121,891.5274048,978.9863892,978.4041138,980.8190308,979.6063232,982.427063,978.0032959,978.7574463,886.3536377,889.6532593,883.5800781,882.2166748,887.5623169,895.4968872,886.0463257,976.9223633,967.0084839,969.5259399,968.1408081,970.9204712,966.725769,974.4068604,896.6084595,895.9135742,895.3226929,900.081665,896.5527954,895.3087158,900.3952026,986.8017578,982.0994873,982.2306519,979.350647,981.8690796,978.1146851,979.5829468,898.1412354,891.7868652,894.4936523,893.4763794,899.9262085,891.7631226,891.7401733,983.3109131,985.3272095,982.6312866,978.7503052,980.246582,982.1182861,982.7918701,898.4627686,891.7296753,895.8171387,897.807373,895.3999634,896.0568848,896.8152466,976.5195313,983.0349731,982.5562744,978.4542847,986.1638184,986.6417847,977.6543579,865.6744385,869.6602173,867.0219727,870.043457,869.3554077,864.8046265,864.1821289,952.7246704,955.2980957,955.0469971,953.8218994,954.2856445,957.2689819,955.5858765,888.4797974,887.034729,887.2606812,882.2133179,887.4522705,883.3146973,884.3369141,965.8634033,969.4049072,970.1439209,964.6989746,973.8962402,966.8972778,964.6444092,858.7850342,857.6856079,854.8203735,858.6011353,857.4649048,853.8848267,857.3790894,953.5262451,960.8886719,954.539856,957.0918579,951.7651978,951.9072876,952.4208984,906.1589355,907.2383423,906.3591309,903.1884155,909.6282959,907.0697021,905.4204712,981.3887939,982.1393433,980.1791382,981.026001,983.9860229,984.1898193,981.090332,869.34729,869.8218384,869.1101074,873.7316895,869.3652954,874.4117432,871.0531616,978.5134888,977.5910034,972.7650146,973.6907959,977.4179077,972.9110107,974.4473267
82,892.1480713,890.7956543,886.9514771,892.90625,894.3623657,894.1588745,891.3156128,975.2984619,981.0630493,979.8095093,983.8432617,979.4347534,980.6391602,972.9521484,886.4631348,890.1936035,883.7241821,884.5657349,892.274231,893.0327148,888.7129517,974.3718872,971.6018066,971.4995117,969.9232178,967.5307617,968.8026123,966.2578735,895.1657104,897.4824219,902.4203491,896.3226318,894.3766479,895.1226196,899.0247192,982.3447266,979.6806641,980.0951538,979.96875,979.7730103,981.2855835,978.1392212,895.5402832,894.6655273,894.9152222,891.5268555,896.7073975,892.6862183,888.5835571,983.3846436,981.3891602,971.9519653,979.9404297,984.8552246,986.6421509,982.0886841,897.4897461,896.6789551,905.5751343,900.1306763,893.960144,895.3321533,894.4920044,979.3041992,981.7435913,987.7967529,978.3734131,987.3036499,980.3574829,980.6193848,873.8774414,873.9711914,867.3068237,869.0348511,870.6920776,865.6282959,865.8776855,957.3435059,954.7628784,955.3702393,952.690979,957.6755371,952.2548218,957.9555054,888.7637939,886.7973633,889.8939819,887.3964844,888.0884399,886.1143188,888.4822998,967.4176636,967.3299561,964.2644043,968.2759399,964.9306641,970.4898682,965.5038452,855.0126953,866.9650879,858.5912476,857.2416382,855.9578857,858.3776245,857.9061279,951.0541992,954.6744385,957.7689209,952.9245605,955.3283081,951.1502075,952.8990479,905.4143677,905.9227905,907.2369385,909.2479858,908.4436646,904.0375977,903.1367188,987.914978,981.3180542,987.5964966,983.1268311,983.4122314,982.6982422,985.1174927,873.7088623,879.3800049,874.9480591,871.9634399,875.0831299,874.4598999,874.770874,981.2756958,982.9954224,974.5842285,982.0842285,978.6679077,978.8898926,977.7687988
83,897.2711182,892.0333252,889.1893311,891.119873,896.1610107,893.8481445,895.5672607,983.8162231,981.9813843,978.7784424,987.7441406,979.0955811,978.5349121,978.0315552,892.4647217,887.298584,881.4545288,883.5059204,891.1122437,894.1040039,894.5256958,973.4419556,971.2062378,967.2532349,972.4794922,968.5610962,974.3197021,970.5670166,894.8295288,901.1074219,898.1930542,896.0297852,899.8877563,899.2712402,898.7751465,977.5471802,981.1954346,982.1417236,978.7329712,981.4052734,977.843689,983.8139648,898.0569458,897.7766113,896.9443359,896.9271851,894.8255005,893.9296875,894.182251,983.5592651,987.3545532,981.4586792,978.8267212,983.2141113,987.8717651,984.6268921,903.0685425,900.3889771,894.7545776,899.4048462,899.7312622,900.4055786,896.1801147,978.8413696,985.7473755,984.0488892,978.8060303,983.710083,982.2098999,979.1791992,873.2230835,871.5592041,868.6801147,870.4412231,866.7280884,870.4316406,866.0892334,951.9232788,954.6975098,954.0796509,951.4935913,952.6359863,956.477417,951.2367554,887.8318481,888.9933472,887.946106,886.8222656,893.041626,890.901062,886.6644897,970.2216187,965.8493042,968.4310913,972.3416138,968.3268433,973.9226074,968.1965942,859.5233765,860.8867188,858.6125488,865.8146362,858.7653809,856.1051025,861.1873779,955.9873657,959.0332031,957.8044434,957.4921265,955.4120483,956.5897217,955.164978,907.6094971,910.5440063,905.0839233,909.5387573,905.986084,908.1564941,907.1837158,984.3604736,986.4943237,981.2618408,983.4412231,983.8566895,982.3951416,981.8167725,874.2386475,876.8840332,875.2608643,876.5053101,873.8306885,877.0244751,872.5354614,976.0911255,982.5877075,978.1531982,977.7957153,984.1342773,974.3952637,975.2067261
84,891.3618774,889.2787476,886.4028931,898.6964722,896.0230103,899.986145,891.8952637,980.5338745,984.6995239,982.7572632,981.4301147,984.7686157,977.7590942,980.5639038,884.7613525,886.1243896,883.9987183,886.9921875,888.8427734,888.616394,893.3974609,975.9898071,970.1664429,970.1112061,972.4278564,966.8983765,966.4907227,966.675293,899.1038208,896.9830933,895.0810547,897.406311,898.3530884,895.4883423,897.296875,987.6126099,981.2862549,981.4074707,977.0997314,985.5834961,982.8536987,981.7253418,894.1386719,894.5488892,897.1829834,894.3922119,897.5402832,892.0400391,894.0819702,981.4072876,985.953186,984.4957886,980.9761963,981.6569214,982.6257935,980.2121582,898.2880249,899.5125122,899.4130249,898.0702515,897.0275269,897.7693481,897.2276611,981.0962524,982.8800659,981.0825195,984.1697998,983.2799683,984.7696533,980.0527954,872.258667,870.3643799,866.3252563,872.8701172,865.2839355,872.1938477,872.2744141,953.925354,957.0267944,953.3094482,956.4095459,952.6824341,955.5500488,957.0522461,892.7466431,891.6264038,891.2664795,888.2444458,891.743103,892.5740967,890.0091553,967.7260742,972.0903931,969.1738892,964.0272217,966.8323975,971.7432251,966.6691895,860.4541626,864.4629517,862.8770142,859.711853,858.9865723,858.5032959,862.1276855,958.0734863,959.2525024,959.0098267,959.1641235,958.5856323,959.4511108,955.8134766,906.449585,912.1690674,906.1696167,911.7985229,908.5345459,907.3387451,907.6878662,984.0921021,983.3427124,980.5958862,983.755188,985.3883057,986.0874023,981.8245239,884.2662354,876.1241455,870.9263916,875.3019409,869.8406982,872.8902588,877.9994507,977.774292,983.5842896,978.4191895,981.6679077,977.6173706,973.5145264,978.242981
85,894.4581299,887.5281982,889.7800903,895.37677,895.6814575,895.4515991,895.0234985,979.7703247,977.4250488,977.1342773,978.6755981,979.5911865,979.7836304,981.008728,886.0637817,885.9443359,881.3613892,887.6591187,893.1903076,891.15625,892.3738403,970.8285522,971.8873901,969.0136719,965.3078003,967.4412842,967.4979248,970.3255615,899.2956543,898.758606,898.0063477,898.1671753,897.0929565,896.875061,898.1626587,983.678772,979.5460815,982.3079834,977.4302979,979.2608032,980.605957,983.8554077,899.4766846,897.0257568,893.5300903,894.3422241,892.9836426,899.0004272,894.6003418,978.0473022,980.2564087,982.2774048,984.9025879,984.1740723,983.1308594,986.2478638,901.4877319,900.4293823,896.0119629,897.2550049,897.4227295,899.4738159,898.6748657,979.9000854,984.2780762,985.5130615,972.7603149,981.8071289,982.5438843,978.5857544,869.9287109,868.079834,870.9767456,864.3023071,865.6858521,869.1002197,865.9507446,953.9732056,952.3950806,952.8787231,951.9472656,959.461792,957.7666016,950.6763306,885.7653198,888.9165649,892.0696411,883.8651123,888.4006958,886.9127808,884.4002686,963.670105,967.5827637,976.267334,969.3164673,967.3056641,971.1672363,969.1205444,861.9487915,863.9796753,863.8967896,860.9243774,860.9504395,857.3029175,857.3566284,956.3947144,960.880249,954.7347412,958.6137695,958.9380493,957.8151245,958.604187,906.175415,905.6834106,909.7003784,904.5164795,907.6008301,909.611084,908.0415039,988.4674683,981.4176636,982.9376221,985.2357178,985.9807129,986.6652222,983.1345215,871.5943604,881.9654541,871.9237671,879.3220825,877.2753906,874.5755615,874.5033569,980.7132568,981.4506836,977.987915,981.3189087,973.9411011,984.6287842,987.6116943
86,891.5405884,889.7943726,886.5993652,891.0860596,890.1196899,892.9882202,893.3366089,978.0602417,980.3511963,978.1066895,980.0480347,978.5239868,976.2967529,981.5961304,887.1381836,887.5337524,880.0571289,879.6977539,885.8960571,894.845459,889.5247803,969.053772,970.1559448,970.9724731,965.0150146,972.2747192,967.6678467,964.7941284,899.2178955,891.2212524,896.6036987,893.9938965,895.6726074,898.1954346,895.0761719,981.5824585,980.5231323,978.7667236,981.6385498,981.0697632,984.1624146,979.2009888,897.8093262,893.2565308,894.6640625,893.3182373,893.2642822,886.4684448,893.0535278,975.7259521,979.2719727,978.7313843,980.1912842,978.4845581,978.6373901,982.7650146,903.1461792,898.4450073,895.9609985,898.2764893,895.1478882,895.8710938,894.0400391,980.8668213,985.1168823,984.8574829,983.4855347,979.6601563,983.6936035,980.4515381,875.3770752,869.9630737,868.1704102,870.4866943,872.9333496,870.3459473,865.2852783,950.6206055,951.8792114,950.4522095,954.6888428,952.9991455,953.5604248,957.4193115,886.9620361,889.0534668,887.1888428,885.9301758,886.7091064,886.1355591,888.2689819,967.3550415,965.3291626,964.5137329,968.8225098,964.8619995,968.5817871,971.5834961,864.8190308,862.9697266,857.9820557,863.2921143,857.5525513,859.0883179,858.4190674,955.1455078,954.5802612,955.6812744,955.1981812,955.3307495,950.7701416,954.9048462,904.6842651,903.9168701,908.5241089,904.737793,906.7041016,905.6876831,905.2355347,983.4592896,984.8917236,978.2791138,979.796875,983.354126,981.6561279,981.8900757,870.741394,879.7797241,873.8857422,873.3825684,870.9015503,872.6918335,875.3347168,972.1017456,976.6484985,977.5627441,972.8151855,973.4068604,976.8143921,979.9225464
