,Run1_1pM Pb_D1,Run2_1pM Pb_D1,Run3_1pM Pb_D1,Run4_1pM Pb_D1,Run5_1pM Pb_D1,Run6_1pM Pb_D1,Run7_1pM Pb_D1,CQD1_1pM Pb_D1,CQD2_1pM Pb_D1,CQD3_1pM Pb_D1,CQD4_1pM Pb_D1,CQD5_1pM Pb_D1,CQD6_1pM Pb_D1,CQD7_1pM Pb_D1,Run1_5pM Pb_D1,Run2_5pM Pb_D1,Run3_5pM Pb_D1,Run4_5pM Pb_D1,Run5_5pM Pb_D1,Run6_5pM Pb_D1,Run7_5pM Pb_D1,CQD1_5pM Pb_D1,CQD2_5pM Pb_D1,CQD3_5pM Pb_D1,CQD4_5pM Pb_D1,CQD5_5pM Pb_D1,CQD6_5pM Pb_D1,CQD7_5pM Pb_D1,Run1_1pM Pb_D2,Run2_1pM Pb_D2,Run3_1pM Pb_D2,Run4_1pM Pb_D2,Run5_1pM Pb_D2,Run6_1pM Pb_D2,Run7_1pM Pb_D2,CQD1_1pM Pb_D2,CQD2_1pM Pb_D2,CQD3_1pM Pb_D2,CQD4_1pM Pb_D2,CQD5_1pM Pb_D2,CQD6_1pM Pb_D2,CQD7_1pM Pb_D2,Run1_5pM Pb_D2,Run2_5pM Pb_D2,Run3_5pM Pb_D2,Run4_5pM Pb_D2,Run5_5pM Pb_D2,Run6_5pM Pb_D2,Run7_5pM Pb_D2,CQD1_5pM Pb_D2,CQD2_5pM Pb_D2,CQD3_5pM Pb_D2,CQD4_5pM Pb_D2,CQD5_5pM Pb_D2,CQD6_5pM Pb_D2,CQD7_5pM Pb_D2,Run1_1pM Pb_D3,Run2_1pM Pb_D3,Run3_1pM Pb_D3,Run4_1pM Pb_D3,Run5_1pM Pb_D3,Run6_1pM Pb_D3,Run7_1pM Pb_D3,CQD1_1pM Pb_D3,CQD2_1pM Pb_D3,CQD3_1pM Pb_D3,CQD4_1pM Pb_D3,CQD5_1pM Pb_D3,CQD6_1pM Pb_D3,CQD7_1pM Pb_D3,Run1_5pM Pb_D3,Run2_5pM Pb_D3,Run3_5pM Pb_D3,Run4_5pM Pb_D3,Run5_5pM Pb_D3,Run6_5pM Pb_D3,Run7_5pM Pb_D3,CQD1_5pM Pb_D3,CQD2_5pM Pb_D3,CQD3_5pM Pb_D3,CQD4_5pM Pb_D3,CQD5_5pM Pb_D3,CQD6_5pM Pb_D3,CQD7_5pM Pb_D3,Run1_1pM Pb_D4,Run2_1pM Pb_D4,Run3_1pM Pb_D4,Run4_1pM Pb_D4,Run5_1pM Pb_D4,Run6_1pM Pb_D4,Run7_1pM Pb_D4,CQD1_1pM Pb_D4,CQD2_1pM Pb_D4,CQD3_1pM Pb_D4,CQD4_1pM Pb_D4,CQD5_1pM Pb_D4,CQD6_1pM Pb_D4,CQD7_1pM Pb_D4,Run1_5pM Pb_D4,Run2_5pM Pb_D4,Run3_5pM Pb_D4,Run4_5pM Pb_D4,Run5_5pM Pb_D4,Run6_5pM Pb_D4,Run7_5pM Pb_D4,CQD1_5pM Pb_D4,CQD2_5pM Pb_D4,CQD3_5pM Pb_D4,CQD4_5pM Pb_D4,CQD5_5pM Pb_D4,CQD6_5pM Pb_D4,CQD7_5pM Pb_D4,Run1_1pM Pb_D5,Run2_1pM Pb_D5,Run3_1pM Pb_D5,Run4_1pM Pb_D5,Run5_1pM Pb_D5,Run6_1pM Pb_D5,Run7_1pM Pb_D5,CQD1_1pM Pb_D5,CQD2_1pM Pb_D5,CQD3_1pM Pb_D5,CQD4_1pM Pb_D5,CQD5_1pM Pb_D5,CQD6_1pM Pb_D5,CQD7_1pM Pb_D5,Run1_5pM Pb_D5,Run2_5pM Pb_D5,Run3_5pM Pb_D5,Run4_5pM Pb_D5,Run5_5pM Pb_D5,Run6_5pM Pb_D5,Run7_5pM Pb_D5,CQD1_5pM Pb_D5,CQD2_5pM Pb_D5,CQD3_5pM Pb_D5,CQD4_5pM Pb_D5,CQD5_5pM Pb_D5,CQD6_5pM Pb_D5,CQD7_5pM Pb_D5
104,694.4893188,693.3534546,693.5596924,695.1313477,693.2957153,693.6665039,692.546875,787.0631104,783.4758911,788.3605347,781.9279175,781.887085,784.520813,784.5704956,719.2694702,717.5487671,717.5966797,717.3482056,716.6153564,717.0669556,713.8950806,797.9094849,797.3616333,798.4990234,796.3658447,801.4738159,793.319458,798.9914551,719.7409668,718.0509644,716.519104,716.1981201,717.9326172,721.8647461,721.8339844,789.6680908,790.3965454,784.776123,784.776123,791.6987915,788.4859009,786.7501831,722.6516724,720.5641479,721.0379028,720.2903442,722.0543823,717.9735107,721.2416992,784.4766846,785.1282349,785.9801636,783.7336426,786.5386353,781.7915039,784.0708618,718.5758057,720.4555054,717.4879761,715.8024902,720.6819458,722.901123,716.0283813,782.9453735,784.3709717,782.8484497,779.7860107,786.1657715,784.1893311,784.6549683,730.6692505,730.2780762,731.6226196,728.21521,729.6490479,722.4838257,728.2855835,797.2467041,801.6252441,800.4974976,802.1253052,799.1620483,801.2096558,800.8008423,715.0874023,711.2091064,710.6675415,712.8162842,713.8806152,712.4732666,713.1216431,782.4766846,782.406311,783.4716797,785.8287354,786.3041992,781.3824463,782.8810425,714.6401367,713.4499512,711.3768921,714.5018311,719.7852783,709.0223389,710.506897,781.7752686,781.0569458,779.3144531,785.078125,785.7833252,782.2670288,785.6998291,705.8279419,708.0445557,707.6425171,703.4685059,708.8665161,703.1784668,703.9385376,786.2385254,788.7232666,787.7462158,789.725708,778.7399292,788.9264526,789.2891846,705.8279419,708.0445557,707.6425171,703.4685059,708.8665161,703.1784668,703.9385376,786.2385254,788.7232666,787.7462158,789.725708,778.7399292,788.9264526,789.2891846
96,778.7371216,780.0321655,780.1641846,781.6445923,778.6102295,780.9476318,778.7016602,878.8598022,878.4762573,882.609375,883.0483398,883.6657715,884.4573975,880.5452881,808.2000122,808.8162842,800.5791016,811.0519409,809.9403076,807.7073975,806.803772,895.6489258,897.3081665,896.0819092,893.6004028,895.9049072,893.2810669,895.4631958,808.3048706,808.7723999,805.2431641,803.6621704,806.9460449,803.18927,807.774353,882.5049438,884.9281006,881.2487793,881.2487793,885.1398315,883.6241455,886.4315186,807.2390137,809.1021729,807.9176025,813.0325928,809.5695801,810.7317505,809.4451294,880.5656738,882.1610718,883.293396,878.8197021,883.0988159,883.6645508,880.2748413,806.7333374,807.5471802,805.9227295,805.2635498,808.5604858,805.2032471,809.3289795,876.987854,880.8256836,883.4606934,882.1956177,882.7012939,882.6884766,881.5856934,820.3900757,820.6207886,816.9153442,819.842041,816.6898193,820.697998,817.592041,894.0848389,899.4118652,899.517334,897.071167,898.1719971,895.8112183,895.9730225,804.7709961,799.6486206,803.9155273,804.1641846,802.2953491,797.2064819,802.3441162,879.9425659,877.3552246,880.3240356,878.7412109,883.1647339,875.4640503,877.5386353,810.0585327,803.6344604,802.2766113,799.100647,798.4000244,802.0842896,801.3412476,875.614624,876.7398682,882.4277344,880.9713135,883.2927246,873.3214722,881.3013306,789.9901733,792.958374,793.2314453,793.5891113,790.7047119,789.4606323,789.4850464,886.5066528,889.7337646,883.1137085,889.6096802,887.744751,886.5525513,885.0637817,789.9901733,792.958374,793.2314453,793.5891113,790.7047119,789.4606323,789.4850464,886.5066528,889.7337646,883.1137085,889.6096802,887.744751,886.5525513,885.0637817
94,791.3106079,795.7281494,795.1467896,799.2680054,797.0797119,797.9611206,795.1409912,898.5734253,904.6330566,898.2064209,899.6574097,900.8779907,902.9367065,898.769043,824.5864868,822.7003784,817.822876,820.0657959,822.2130737,819.3651123,823.8769531,908.894104,912.7915039,911.4458618,910.942627,915.8463135,918.5603638,912.2037354,823.4341431,825.7956543,823.088562,823.8183594,822.800293,825.3047485,819.9862671,907.2493896,902.3317871,902.6283569,902.6283569,904.1292725,893.3704224,903.4781494,829.9016724,825.6889648,826.9545288,826.2176514,828.1409302,822.6591797,826.5287476,900.8880615,902.09198,902.6675415,899.9310303,900.178833,898.6155396,898.8808594,818.2136841,824.7850952,822.8414307,825.5784912,825.0855713,820.8848877,824.2324829,900.5101318,898.2612305,895.867981,897.293396,897.2839355,897.4446411,898.6785278,837.3321533,836.3180542,834.8676147,833.1760864,833.8239136,829.8894653,836.0653687,911.671814,918.0565186,914.975769,911.0231323,919.8549805,914.0216064,919.5820313,817.1442871,818.4882202,817.3050537,817.5483398,819.7081909,819.1663818,820.0131226,897.0078735,896.8995361,897.2011719,899.1915283,896.1228027,894.1876221,894.8554688,815.5443115,817.6384277,817.3417358,819.9299316,820.3269043,818.1956787,819.4492798,893.2964478,898.0061035,899.4087524,893.6342773,896.9631958,896.3811646,897.1522827,811.5151978,809.8430786,806.9979858,804.9849243,803.9562988,807.8601685,813.6517334,901.2684326,906.000061,901.4354248,906.0962524,901.5960083,906.6601563,907.6275024,811.5151978,809.8430786,806.9979858,804.9849243,803.9562988,807.8601685,813.6517334,901.2684326,906.000061,901.4354248,906.0962524,901.5960083,906.6601563,907.6275024
66,710.701355,711.3920288,711.6002808,712.5099487,710.3410645,710.7012939,710.3547363,802.9638672,806.4291382,803.1362305,802.1061401,803.0345459,799.4001465,801.473938,731.5454102,731.1331787,727.430542,730.5068359,729.553833,724.3283081,730.1639404,813.8857422,809.6536865,811.9672852,808.1834717,811.0940552,806.4633179,810.251709,732.5172729,731.4663086,730.9445801,734.3170166,730.972168,732.8554077,731.6208496,807.0526123,799.6392212,802.6828613,802.6828613,800.7130737,795.6033936,802.0667725,738.4841919,739.1063232,733.8782349,737.5671997,735.7362061,736.1619263,738.0789185,801.3215942,801.0026855,802.4642334,800.8861694,804.6983643,802.3891602,802.6175537,731.1610107,733.2655029,730.7299194,726.8222046,735.0236206,729.1211548,732.8956299,799.1732788,802.3547974,800.668396,806.0026855,800.3250732,804.0722656,797.3708496,742.3724976,740.4442139,741.2270508,737.7873535,737.2197266,733.6226807,742.4001465,810.6473999,816.3827515,814.3081055,811.9708862,809.1275635,816.0236206,811.196228,725.5159912,728.2706909,727.4207764,727.612793,725.9810791,724.5603638,728.8525391,798.7885132,796.6779175,797.3814087,796.8502197,795.6931152,795.2398682,793.9550781,727.2281494,728.1136475,725.949646,728.1213989,730.0899048,728.5535889,724.758667,795.819458,796.2785034,793.6619873,799.0762329,800.3739624,799.2607422,796.5175171,719.9334717,716.5599976,716.8513794,713.8759155,713.6304321,719.8484497,716.0807495,800.4874878,804.085083,804.0415649,800.5113525,805.8848877,806.3517456,800.8327637,719.9334717,716.5599976,716.8513794,713.8759155,713.6304321,719.8484497,716.0807495,800.4874878,804.085083,804.0415649,800.5113525,805.8848877,806.3517456,800.8327637
99,748.2161865,748.1535645,749.0969238,753.3151855,753.8745728,751.328186,752.8203125,851.1265259,846.5414429,845.0858765,843.1381836,848.9650879,848.9312134,846.3147583,779.8474731,778.1264648,778.1230469,782.276123,776.4266968,780.8791504,780.7148438,860.9850464,862.2539673,865.3305664,862.050293,860.3757935,863.0391846,863.5603638,777.2730103,777.8401489,773.7476807,778.1843262,781.5284424,780.2749023,775.288147,853.6845703,860.4899902,852.4902344,852.4902344,850.5558472,854.0249634,852.8777466,781.2143555,781.9577637,779.7283936,776.3648682,781.6025391,780.4221802,778.1329956,847.632019,850.2744751,849.2468262,855.8013916,848.9955444,851.0723877,849.2036133,779.4740601,778.953064,780.5591431,777.7913208,776.5570068,782.1259155,779.8640137,846.4490967,847.8334351,850.2058716,848.4194946,853.6497803,847.8706055,851.951416,785.3734741,786.2620239,789.5545654,787.4080811,785.7022095,786.3359985,788.6871338,867.414856,862.9518433,870.430603,867.3761597,866.7182617,868.9785156,867.6613159,778.0998535,773.9260864,772.9113159,773.5141602,776.6778564,768.5536499,773.2668457,846.2781982,847.5992432,852.7427979,847.0447388,851.5762939,845.0678711,845.0556641,776.4086304,773.147644,771.8031006,770.7785034,773.4056396,775.4890747,774.906311,843.5875244,848.1812744,848.0499878,851.2519531,847.0620728,846.6315918,846.6797485,765.2337036,762.2301636,765.0623169,764.5308838,760.798645,763.2325439,762.5592651,851.7241211,853.3630981,853.2941284,854.8061523,858.4567261,854.0195923,853.6282349,765.2337036,762.2301636,765.0623169,764.5308838,760.798645,763.2325439,762.5592651,851.7241211,853.3630981,853.2941284,854.8061523,858.4567261,854.0195923,853.6282349
80,825.5297241,825.6303101,825.3452148,829.2634277,827.2843018,828.4175415,834.0232544,939.4465942,934.6591797,930.0045776,933.7141724,932.8734741,934.6772461,939.1578369,858.4890747,850.6358032,848.8390503,852.7878418,856.3442993,849.7018433,851.3023071,950.9922485,946.6156616,940.6761475,944.6676636,947.4561157,946.6473389,944.2821655,849.8843994,854.8467407,856.927124,855.5772095,851.2075195,856.0541382,852.3278198,936.3647461,939.9234009,932.4019775,932.4019775,932.8878174,930.3669434,934.9087524,857.2294922,864.7587891,862.7529297,861.4411621,860.2796021,859.9815063,863.7025757,939.5690308,937.1018066,937.7169189,935.223999,933.2679443,938.1153564,935.4928589,853.802124,854.0181885,853.3546143,849.9647827,858.2850952,854.6660767,857.4692383,932.5516357,933.6896973,935.0963135,935.3317261,936.8588867,937.7573242,936.5661011,869.7116699,867.8648071,870.5609741,862.1282959,871.4664307,864.4921875,864.5759277,948.354126,955.1455078,948.8615723,952.4069824,955.6496582,948.4820557,951.9534302,847.4456787,848.9389648,848.9038086,847.5010376,850.9065552,849.8886719,851.3187256,935.9619141,933.2693481,928.1842041,929.9970093,931.8185425,930.9335938,931.0915527,853.1675415,845.1345215,855.5097046,848.4900513,852.5012207,854.9776001,851.4036865,926.0837402,933.8258057,928.2180786,931.1409302,932.1879883,934.1553345,933.5041504,843.7915649,835.2523193,838.8598022,838.8163452,842.0971069,840.9637451,835.2730713,944.8294678,939.0490112,938.5455933,935.6478271,940.8276978,937.0814209,940.8547363,843.7915649,835.2523193,838.8598022,838.8163452,842.0971069,840.9637451,835.2730713,944.8294678,939.0490112,938.5455933,935.6478271,940.8276978,937.0814209,940.8547363
93,801.8046875,804.7863159,802.4988403,808.1184692,800.6824951,803.0355225,801.4285278,900.4602661,906.2583008,907.9831543,905.2015381,906.3360596,904.5087891,908.1729736,829.5236206,827.7960205,827.3161011,826.8137207,827.527771,825.6035156,827.9825439,913.6951294,921.6907959,919.147583,922.072998,919.9545288,920.4359131,920.1896362,828.4138794,828.2680054,826.7351685,830.4544067,827.986084,829.8937378,829.6286011,910.3671875,913.956604,909.1264038,909.1264038,911.2835693,910.7678833,907.242981,838.9453735,831.4712524,830.7834473,833.3721313,833.4008789,832.5106201,832.3718872,908.4161987,902.9011841,911.7575073,903.2697754,903.734375,907.2077026,907.4121704,827.8641357,830.8577881,826.5948486,823.3903809,830.4471436,829.1350708,830.0652466,907.6825562,908.5111084,909.6358643,903.0979614,907.453186,906.7094116,907.4074097,843.5551758,836.3634033,838.4542236,837.8463135,841.0519409,844.3238525,840.1821899,920.3757324,927.0383911,920.5222778,926.5430298,925.5996094,918.9338989,924.5942383,825.0092163,823.7358398,824.6312256,822.7745972,822.0758057,822.5060425,826.3029175,900.7752075,893.4287109,908.3390503,906.1160278,905.1120605,903.7891846,905.6377563,823.9866943,823.0270996,827.6317139,813.7196655,824.072937,826.2218018,825.5898438,904.0665894,897.3282471,902.8521118,905.2298584,904.3353882,899.7067871,902.8979492,814.065918,815.7086792,814.6950684,814.3013916,813.6864014,811.9750366,813.9838867,912.2432251,909.4993286,912.0725098,908.4748535,919.9993896,911.9141846,905.944458,814.065918,815.7086792,814.6950684,814.3013916,813.6864014,811.9750366,813.9838867,912.2432251,909.4993286,912.0725098,908.4748535,919.9993896,911.9141846,905.944458
117,523.8471069,526.7706909,521.5234375,527.3702393,525.8662109,526.3623657,525.5535889,592.4223633,591.9779053,593.336853,590.5796509,592.5020142,595.8625488,592.8140869,544.3796997,545.3773804,544.1052856,547.4440308,540.5145264,542.74646,543.2351685,602.25177,604.1769409,603.7786255,604.8383179,602.1769409,603.8432007,605.2888184,545.0493164,543.4212036,541.8198853,543.4285889,546.642334,543.555481,541.5344849,597.6586914,600.6472168,595.942688,596.942688,595.9806519,600.3283691,594.7793579,546.9863892,548.8170166,545.0228882,545.5010376,545.784668,543.8536987,546.9350586,595.5906982,595.9663086,593.2486572,594.1292725,592.6275635,587.8023071,597.3803101,543.7940063,545.758606,544.7019043,544.0817871,543.9765625,544.2808228,545.3995361,596.6046753,594.4627075,593.5769653,594.744873,597.2024536,593.9086304,593.3099365,552.397522,551.6864014,554.2334595,551.017334,550.4699707,553.7481079,551.0502319,608.4467773,606.0098267,606.8728638,604.3009033,605.8255615,605.2817993,605.0351563,540.3380737,542.3348999,543.7299805,541.677002,541.7939453,540.104187,538.7178955,595.1843262,593.329895,592.8243408,592.1904297,594.6339111,592.1824341,592.2927856,539.1202393,543.7788696,543.0587158,540.6498413,542.5342407,538.2601929,540.0878296,594.2879639,592.2779541,593.5604248,594.6488647,595.5950317,592.1715088,592.8988037,534.9067993,537.109375,535.5864258,533.1873779,533.0778198,531.4110718,532.7523804,598.4295654,596.5910645,597.6771851,598.5487061,597.8257446,597.8704834,597.8630371,534.9067993,537.109375,535.5864258,533.1873779,533.0778198,531.4110718,532.7523804,598.4295654,596.5910645,597.6771851,598.5487061,597.8257446,597.8704834,597.8630371
108,641.5947876,639.2974854,644.2660522,640.4605103,646.7702026,642.3691406,641.5325928,725.161499,724.7129517,727.4638062,725.5551758,723.9921875,722.7553101,723.7420044,665.0195313,667.6233521,660.8278809,665.9069214,663.2349243,666.2849731,661.6270752,738.3446045,738.4755859,735.6500854,736.5360107,736.4152222,740.5513306,737.1156006,664.0033569,664.5894775,662.1484375,664.1953735,662.6593628,661.8490601,661.6719971,729.6585693,728.6360474,726.8989868,727.8989868,727.6967163,728.7076416,729.3057861,668.8104248,666.5640259,664.7792358,671.8469849,671.0085449,664.3114624,666.3392944,729.5481567,725.364502,724.3023071,726.4371948,726.4314575,725.5147705,725.699646,664.1920776,664.1539917,661.9202881,666.8839111,662.4570923,665.1439209,665.3898315,724.6170044,721.6551514,730.0341187,724.1999512,724.199646,726.7758789,726.1328735,673.2979126,675.8591919,672.598999,676.3532715,671.4589233,672.9840088,671.8163452,741.2860107,732.6240234,738.2576294,741.8578491,741.4056396,738.7832642,737.6670532,662.0826416,658.7904663,662.3670654,658.9176025,660.2104492,663.5358887,659.0031738,721.9459839,720.8872681,726.0322266,724.4530029,722.6810913,721.5439453,725.8249512,665.1431274,659.8910522,659.5903931,662.076355,661.0283203,658.611084,663.0301514,717.7161865,722.4388428,724.8874512,723.9071045,728.2228394,725.0446167,722.6257324,651.7177734,652.7219849,651.3583374,652.1221313,649.8029175,653.975769,652.5785522,726.3227539,728.2879028,725.3058472,729.2937012,728.8998413,728.2753906,733.0388184,651.7177734,652.7219849,651.3583374,652.1221313,649.8029175,653.975769,652.5785522,726.3227539,728.2879028,725.3058472,729.2937012,728.8998413,728.2753906,733.0388184
95,779.901123,787.762207,786.1002808,785.9073486,791.2061157,781.4870605,787.4502563,887.305603,889.0174561,893.0767822,887.9994507,888.2373047,888.4119873,887.5354004,811.375061,815.7333374,816.3778076,820.0328369,817.151001,809.8585205,817.036377,900.2668457,906.1553345,906.9205322,906.7750854,901.1643677,900.2158203,898.4046631,816.2238159,814.1436768,811.5955811,813.6573486,811.9553223,815.0769653,812.2010498,898.7687378,893.5508423,893.4384155,893.4384155,889.1109009,891.3826904,890.888916,816.479187,817.088562,815.1911011,817.4570923,823.4301147,820.0282593,814.9385986,895.6378174,894.1588135,892.444519,888.1238403,891.0183716,891.2830811,893.4008789,813.1642456,811.0930786,817.1984253,813.2422485,818.9575806,810.9983521,816.6124878,886.0444336,892.8001709,890.2040405,886.0663452,891.8130493,892.3920288,890.0143433,828.024353,828.1651001,825.0723267,822.5535889,826.2396851,827.671936,826.0671387,901.6237183,906.3016968,907.1426392,907.2139282,909.2495117,909.5687256,906.6752319,807.4957275,811.6199341,806.8546753,806.302002,806.7520142,813.3310547,810.0343018,890.9851074,888.1707153,889.0170898,887.4358521,885.6472778,882.442749,884.9937744,812.4785767,813.1156616,810.3309937,807.2098389,811.994812,804.4649658,809.3262329,884.9511108,884.9820557,887.5999146,888.4432373,887.4423828,886.8203735,889.6501465,802.5031128,802.3898926,795.6890869,796.4219971,800.3905029,795.2946777,796.1317749,895.8769531,893.824707,896.7478027,897.0634155,894.706604,892.3919678,890.4883423,802.5031128,802.3898926,795.6890869,796.4219971,800.3905029,795.2946777,796.1317749,895.8769531,893.824707,896.7478027,897.0634155,894.706604,892.3919678,890.4883423
119,496.2194214,497.8257751,497.0010071,498.5945129,498.8417358,496.6371155,498.2853699,559.0456543,562.2504883,560.0648804,567.6689453,561.0678101,561.4365845,561.7587891,515.6625366,514.053772,514.0592651,515.317688,514.2550659,516.0849609,514.7474365,571.1747437,570.4161987,570.003479,571.8302002,570.8513184,572.1269531,570.6122437,513.2879028,514.2749634,514.3579712,517.2131958,516.5001221,514.7471313,512.2824097,564.663147,564.3972168,566.2758789,565.2758789,565.7368164,568.5126953,564.2643433,517.6072998,520.1882935,517.4051514,516.6266479,518.4194336,517.0274048,519.4508667,562.6835938,562.2694092,564.1834106,563.0606689,562.1918335,563.8529053,562.8898926,512.6824341,511.6140747,513.5534058,517.6523438,511.7225647,514.5313721,514.8889771,559.133728,559.6065063,562.8466797,558.1956787,563.5771484,564.5692139,561.4801025,525.5241089,524.0473633,524.6416626,522.9303589,521.6004639,522.8226318,520.3093262,577.3773804,570.996521,573.3896484,571.3670044,572.6742554,575.0216675,572.0907593,511.4101257,512.2717896,511.0872498,511.7729187,516.3858032,513.0033569,510.0270386,562.0197754,559.7781372,557.9838867,560.138855,563.2698975,560.0511475,562.6224365,512.7108154,514.5779419,511.625061,514.18927,511.330658,511.6830444,509.5691223,560.3408813,560.8803101,564.0136719,564.0249023,559.3724365,558.7493286,562.0024414,505.9505615,505.1614685,505.1602173,503.7376404,503.2633667,503.4515991,503.6316528,563.3719482,566.2870483,564.8030396,566.2206421,563.9711304,565.2837524,563.8265381,505.9505615,505.1614685,505.1602173,503.7376404,503.2633667,503.4515991,503.6316528,563.3719482,566.2870483,564.8030396,566.2206421,563.9711304,565.2837524,563.8265381
63,651.2489014,651.0473022,651.7987061,654.027832,653.5495605,654.8235474,655.3308105,739.4181519,740.5998535,736.9371338,741.3334961,738.4246826,739.7739868,737.6286011,672.4966431,669.8684082,668.453064,666.2821655,672.482666,667.5494995,666.4315796,744.3495483,742.541626,742.0412598,745.1010742,740.2305908,741.2558594,747.0541992,669.116272,669.8719482,668.4555664,670.2034302,669.3336182,672.789856,671.2125244,736.9736328,738.1210938,731.197937,731.197937,738.1934814,730.8058472,734.0135498,676.0951538,678.565918,676.6740723,684.2227173,677.7747803,678.5027466,679.5459595,735.4915161,733.762085,735.9483643,739.0435791,739.0975952,734.0126953,734.1096802,672.8813477,673.8240356,672.144043,672.1288452,672.0110474,671.3460083,672.0420532,737.1305542,737.6146851,737.4797974,741.3693237,737.4277344,734.8683472,737.0111694,683.5079346,678.9282837,679.2589722,679.9597778,676.0188599,675.5076904,678.0761108,741.7438965,743.6337891,748.3701172,742.9317627,742.5782471,744.6368408,746.3725586,667.3744507,668.6331177,665.8654175,666.7799072,664.9553833,663.9107666,667.8096313,729.4647217,733.6616211,732.2358398,733.7476807,729.5420532,731.0430908,731.5685425,671.0651245,665.0682983,670.6326904,665.4235229,663.9854126,665.9486694,671.2713013,729.3920898,728.109314,731.3632813,731.8914795,730.1505737,730.3765869,728.3406372,660.1576538,657.7615356,658.0330811,658.2457886,655.2607422,659.741272,658.2709351,733.7515869,737.2626953,733.5784302,736.1323853,737.0184937,736.5162964,736.9470215,660.1576538,657.7615356,658.0330811,658.2457886,655.2607422,659.741272,658.2709351,733.7515869,737.2626953,733.5784302,736.1323853,737.0184937,736.5162964,736.9470215
107,654.0301514,656.4528809,659.2699585,658.9072876,656.9730225,657.3954468,653.6809082,742.3604736,735.5186157,740.7670898,742.769043,740.9013062,742.0688477,738.7252808,686.4255371,680.7001953,679.7269897,678.2453003,678.3619385,680.6643677,677.3614502,752.3788452,752.2142334,754.5488281,754.9796143,752.2527466,751.7254028,753.7585449,679.7972412,680.0943604,676.524292,680.7486572,683.1780396,678.3213501,681.0092773,749.0487671,745.4793091,744.0864258,744.0864258,747.4560547,744.1015015,749.9453125,686.121582,679.1773071,680.3198242,679.5838623,682.6541748,682.1882935,678.979187,743.0036621,748.0930176,741.4492798,741.4290771,741.977478,744.9559937,743.3153687,675.7915649,678.6791382,677.0118408,679.6809082,685.9453125,681.0963745,678.324585,739.9708862,743.8496704,741.4550781,741.9065552,744.2300415,744.8534546,744.0452881,690.9017944,691.4682007,686.9875488,690.2565918,686.4179077,686.8060303,691.9055786,758.6799316,754.2280273,756.243103,759.498291,756.4657593,757.8867798,754.8036499,677.5881348,676.1226807,676.1691895,675.2606201,674.1610718,671.9517212,673.1328125,739.6159058,742.6687622,739.5549927,741.7705688,740.3496094,740.9457397,740.3790894,675.7832031,680.2122803,675.8869019,674.597229,675.9570313,676.567688,675.1436768,739.6435547,742.9639282,738.5409546,743.4605713,739.4820557,745.1851196,735.8197021,668.3269653,666.8103638,663.864624,665.0325317,667.2861328,665.9553223,666.3184814,747.8190918,751.1124878,742.5144653,745.5265503,745.4436035,742.7201538,746.7716064,668.3269653,666.8103638,663.864624,665.0325317,667.2861328,665.9553223,666.3184814,747.8190918,751.1124878,742.5144653,745.5265503,745.4436035,742.7201538,746.7716064
118,510.6921692,506.9467468,512.6846313,510.8277283,510.8619995,512.8573608,509.0736084,572.8678589,573.6763916,577.9370728,572.9786987,578.2495728,576.6025391,577.3848267,528.3964844,530.1766357,529.4959106,529.0737305,528.1946411,530.5313721,530.5714722,583.4764404,588.3415527,587.2281494,585.9436646,586.1585693,585.7366943,590.7510376,528.3390503,528.3291016,528.295105,528.1761475,528.1073608,530.4430542,529.2109375,580.2421265,582.5864258,581.0217896,580.0217896,581.8601685,579.2962646,579.234314,530.5128784,529.0461426,528.5960693,531.2706299,527.7722778,532.5165405,529.0605469,574.552063,578.5091553,578.3282471,576.9685669,582.9102173,577.3887329,577.1411743,528.512085,528.3324585,527.9569702,530.4935913,530.7165527,528.0296021,528.3496094,578.2555542,576.9758911,578.1054077,579.6641235,577.2616577,577.6376953,577.4315796,536.3599854,533.5510864,537.5956421,534.9009399,535.7752686,535.8231201,535.3884888,590.2338257,589.5360107,586.7584229,587.7342529,590.2006226,589.3655396,588.3830566,526.3723755,525.4702759,523.1248779,523.5013428,524.7717896,524.1152954,525.0189819,574.2081299,576.3048096,577.0327148,578.1313477,576.3115234,573.0863647,575.374939,527.6075439,523.7467651,524.2700195,528.2915649,529.5076904,527.3811646,523.5822144,575.65979,576.1247559,575.7269287,573.8010254,576.1170044,576.6507568,573.6789551,518.1723633,517.8775635,518.2561646,520.3845825,518.7592163,516.927002,517.6398926,582.6247559,578.637207,577.2669067,578.8737793,577.3671265,581.7544556,580.3937378,518.1723633,517.8775635,518.2561646,520.3845825,518.7592163,516.927002,517.6398926,582.6247559,578.637207,577.2669067,578.8737793,577.3671265,581.7544556,580.3937378
